CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment
13572,206,33,1384.25,2,2,4,Needs Attention
13573,50,89,916.47,4,4,3,Loyal Customer
13574,411,103,421.25,1,4,2,At Risk
13575,23,46,732.0699999999999,4,3,3,Loyal Customer
13576,10,279,11551.74,5,5,5,Champion
13577,25,168,3489.28,4,4,5,Champion
13578,409,9,147.66,2,1,1,Needs Attention
13579,15,90,1539.04,5,4,4,Champion
13580,406,5,107.75,2,1,1,Needs Attention
13581,309,33,280.53000000000003,2,2,1,Needs Attention
13582,390,11,241.68,2,1,1,Needs Attention
13583,156,96,1445.031,3,4,4,Loyal Customer
13584,307,83,392.45,2,4,2,At Risk
13585,531,39,684.54,1,3,3,At Risk
13586,541,21,131.53,1,2,1,Needs Attention
13587,64,30,1673.5,3,2,4,Needs Attention
13588,16,174,2478.95,5,4,4,Champion
13589,15,52,1120.74,5,3,3,Loyal Customer
13590,11,410,6349.59,5,5,5,Champion
13591,65,101,2093.94,3,4,4,Loyal Customer
13592,36,16,247.95999999999998,4,1,1,Recent User
13593,108,410,5523.6900000000005,3,5,5,Loyal Customer
13594,53,33,533.32,4,2,2,Recent User
13595,517,152,818.22,1,4,3,At Risk
13596,6,166,697.04,5,4,3,Loyal Customer
13597,400,17,396.71,2,2,2,Needs Attention
13598,47,99,789.59,4,4,3,Loyal Customer
13599,1,410,10167.630000000001,5,5,5,Champion
13600,312,41,518.42,2,3,2,At Risk
13601,45,195,1185.14,4,5,3,Loyal Customer
13602,65,58,1025.17,3,3,3,Loyal Customer
13603,26,27,164.34,4,2,1,Recent User
13604,659,21,717.62,1,2,3,Needs Attention
13605,387,53,522.67,2,3,2,At Risk
13606,29,43,280.53999999999996,4,3,1,Loyal Customer
13607,40,122,1078.31,4,4,3,Loyal Customer
13608,541,36,236.2,1,2,1,Needs Attention
13609,593,7,167.35,1,1,1,Lost
13610,12,416,2175.88,5,5,4,Champion
13611,89,229,3319.53,3,5,5,Loyal Customer
13612,633,50,818.29,1,3,3,At Risk
13613,453,59,1039.8500000000001,1,3,3,At Risk
13614,24,271,2359.19,4,5,4,Champion
13615,319,367,6272.53,2,5,5,At Risk
13616,568,37,288.1,1,2,1,Needs Attention
13617,40,107,1278.75,4,4,4,Champion
13618,174,13,177.34,3,1,1,Needs Attention
13619,545,49,231.69,1,3,1,At Risk
13620,528,5,112.34,1,1,1,Lost
13621,117,19,213.85,3,2,1,Needs Attention
13622,696,32,658.95,1,2,3,Needs Attention
13623,31,292,2566.49,4,5,4,Champion
13624,388,22,462.08,2,2,2,Needs Attention
13625,597,21,301.26,1,2,2,Needs Attention
13626,253,44,707.04,2,3,3,At Risk
13627,59,129,2245.9,4,4,4,Champion
13628,676,16,310.14,1,1,2,Lost
13629,23,87,13370.86,4,4,5,Champion
13630,5,71,2031.78,5,3,4,Loyal Customer
13631,100,11,3070.42,3,1,5,Needs Attention
13632,25,221,3648.15,4,5,5,Champion
13634,33,450,5073.47,4,5,5,Champion
13635,68,162,2999.16,3,4,5,Loyal Customer
13636,37,63,949.12,4,3,3,Loyal Customer
13637,52,101,810.5,4,4,3,Loyal Customer
13638,16,8,122.64,5,1,1,Recent User
13639,74,59,1346.27,3,3,4,Loyal Customer
13640,611,4,405.0,1,1,2,Lost
13641,641,44,1016.47,1,3,3,At Risk
13642,216,114,514.72,2,4,2,At Risk
13643,31,102,2156.77,4,4,4,Champion
13644,16,146,2624.26,5,4,4,Champion
13645,120,5,252.1,3,1,1,Needs Attention
13646,400,58,326.25,2,3,2,At Risk
13647,10,140,3071.68,5,4,5,Champion
13648,400,106,1764.02,2,4,4,At Risk
13649,257,126,1678.88,2,4,4,At Risk
13650,17,172,3288.0,5,4,5,Champion
13651,35,14,226.85,4,1,1,Recent User
13652,46,159,2570.85,4,4,4,Champion
13653,488,9,152.2,1,1,1,Lost
13654,43,329,6308.0,4,5,5,Champion
13655,114,119,2280.51,3,4,4,Loyal Customer
13656,165,87,1078.85,3,4,3,Loyal Customer
13657,11,16,382.14,5,1,2,Recent User
13658,10,237,6025.5,5,5,5,Champion
13659,206,275,4894.88,2,5,5,At Risk
13660,400,41,314.59,2,3,2,At Risk
13661,603,17,325.24,1,2,2,Needs Attention
13662,86,137,2250.11,3,4,4,Loyal Customer
13663,179,99,2047.51,3,4,4,Loyal Customer
13665,386,106,1711.6599999999999,2,4,4,At Risk
13666,60,19,127.89999999999999,3,2,1,Needs Attention
13667,149,87,305.02,3,4,2,Loyal Customer
13668,3,770,13089.94,5,5,5,Champion
13669,51,14,413.55,4,1,2,Recent User
13670,75,25,349.7,3,2,2,Needs Attention
13671,395,76,194.95,2,3,1,At Risk
13672,301,18,419.92,2,2,2,Needs Attention
13673,19,65,396.92,5,3,2,Loyal Customer
13674,433,14,240.68,1,1,1,Lost
13675,151,25,486.82000000000005,3,2,2,Needs Attention
13676,539,13,243.9,1,1,1,Lost
13677,405,107,556.1899999999999,2,4,2,At Risk
13678,152,16,232.6,3,1,1,Needs Attention
13679,494,50,281.26,1,3,1,At Risk
13680,1,652,11435.67,5,5,5,Champion
13681,18,57,827.83,5,3,3,Loyal Customer
13682,187,3,59.5,3,1,1,Needs Attention
13683,458,10,258.6,1,1,1,Lost
13684,286,109,596.98,2,4,2,At Risk
13685,3,39,3119.44,5,3,5,Loyal Customer
13686,183,34,409.04,3,2,2,Needs Attention
13687,438,45,11880.84,1,3,5,At Risk
13688,635,5,375.5,1,1,2,Lost
13689,63,9,1259.5,3,1,4,Needs Attention
13690,59,9,172.25,4,1,1,Recent User
13691,396,54,212.78,2,3,1,At Risk
13692,25,96,3114.4,4,4,5,Champion
13693,374,106,2011.82,2,4,4,At Risk
13694,4,1525,196482.81,5,5,5,Champion
13695,31,96,2770.73,4,4,4,Champion
13696,422,24,2020.4,1,2,4,Needs Attention
13697,39,12,151.29999999999998,4,1,1,Recent User
13698,597,40,465.53000000000003,1,3,2,At Risk
13699,155,37,764.15,3,2,3,Needs Attention
13700,26,243,2613.46,4,5,4,Champion
13701,447,9,161.0,1,1,1,Lost
13702,446,5,135.18,1,1,1,Lost
13703,318,37,425.56,2,2,2,Needs Attention
13704,5,134,2308.06,5,4,4,Champion
13705,8,84,2035.33,5,4,4,Champion
13706,303,38,631.17,2,3,3,At Risk
13707,267,155,3365.86,2,4,5,At Risk
13708,271,51,296.88,2,3,2,At Risk
13709,4,408,7591.75,5,5,5,Champion
13710,32,15,509.52,4,1,2,Recent User
13711,219,92,1792.26,2,4,4,At Risk
13712,247,33,766.42,2,2,3,Needs Attention
13713,408,82,743.26,2,4,3,At Risk
13714,465,30,161.35,1,2,1,Needs Attention
13715,281,534,8483.29,2,5,5,At Risk
13716,269,21,138.28,2,2,1,Needs Attention
13717,32,124,1763.3,4,4,4,Champion
13718,246,12,306.55,2,1,2,Needs Attention
13719,15,251,2815.25,5,5,4,Champion
13720,117,43,799.9,3,3,3,Loyal Customer
13721,36,42,741.54,4,3,3,Loyal Customer
13722,132,189,5635.41,3,5,5,Loyal Customer
13723,217,59,1209.2,2,3,3,At Risk
13724,637,42,213.01,1,3,1,At Risk
13725,50,104,1980.56,4,4,4,Champion
13726,39,42,1079.6599999999999,4,3,3,Loyal Customer
13727,29,84,1080.05,4,4,3,Loyal Customer
13728,37,164,2855.17,4,4,4,Champion
13729,436,39,724.73,1,3,3,At Risk
13730,136,43,752.6,3,3,3,Loyal Customer
13731,219,38,610.59,2,3,2,At Risk
13732,28,33,491.86,4,2,2,Recent User
13733,411,29,487.03000000000003,1,2,2,Needs Attention
13734,509,28,6701.640000000001,1,2,5,Needs Attention
13735,25,656,9813.22,4,5,5,Champion
13736,5,557,2766.21,5,5,4,Champion
13737,200,30,339.59999999999997,2,2,2,Needs Attention
13738,396,92,440.93,2,4,2,At Risk
13739,18,6,292.2,5,1,2,Recent User
13740,241,95,1597.77,2,4,4,At Risk
13741,72,34,668.4300000000001,3,2,3,Needs Attention
13742,17,321,3131.02,5,5,5,Champion
13743,3,41,1341.6,5,3,4,Loyal Customer
13744,95,72,1156.36,3,3,3,Loyal Customer
13745,162,56,777.36,3,3,3,Loyal Customer
13746,414,9,176.69,1,1,1,Lost
13747,374,6,249.39999999999998,2,1,1,Needs Attention
13748,96,59,2268.35,3,3,4,Loyal Customer
13750,54,75,3602.1800000000003,4,3,5,Loyal Customer
13751,288,9,296.25,2,1,2,Needs Attention
13752,124,95,1590.73,3,4,4,Loyal Customer
13753,288,80,2094.57,2,4,4,At Risk
13754,152,21,447.05,3,2,2,Needs Attention
13755,4,342,2161.35,5,5,4,Champion
13756,2,348,9207.5,5,5,5,Champion
13757,675,8,195.55,1,1,1,Lost
13758,12,309,9416.98,5,5,5,Champion
13759,33,25,659.4100000000001,4,2,3,Recent User
13760,54,119,1363.6399999999999,4,4,4,Champion
13761,50,122,1952.17,4,4,4,Champion
13762,219,35,2472.48,2,2,4,Needs Attention
13763,63,50,5217.4400000000005,3,3,5,Loyal Customer
13764,71,376,2953.26,3,5,4,Loyal Customer
13765,653,17,352.821,1,2,2,Needs Attention
13766,495,17,190.35,1,2,1,Needs Attention
13767,2,795,35540.53,5,5,5,Champion
13768,727,33,875.97,1,2,3,Needs Attention
13769,2,285,5800.42,5,5,5,Champion
13770,422,48,785.37,1,3,3,At Risk
13771,64,216,5728.82,3,5,5,Loyal Customer
13772,34,575,3114.22,4,5,5,Champion
13773,397,19,301.54,2,2,2,Needs Attention
13774,82,22,345.0,3,2,2,Needs Attention
13775,591,63,1049.66,1,3,3,At Risk
13776,428,2,623.98,1,1,3,Lost
13777,1,391,56478.42,5,5,5,Champion
13778,103,44,1124.49,3,3,3,Loyal Customer
13779,516,27,161.13,1,2,1,Needs Attention
13780,7,100,735.82,5,4,3,Loyal Customer
13781,251,57,778.83,2,3,3,At Risk
13782,13,244,1793.72,5,5,4,Champion
13783,488,10,1542.09,1,1,4,Lost
13784,10,43,2910.23,5,3,4,Loyal Customer
13785,429,30,542.49,1,2,2,Needs Attention
13786,367,124,3358.94,2,4,5,At Risk
13787,76,86,1222.5,3,4,3,Loyal Customer
13788,505,1,3.75,1,1,1,Lost
13789,388,18,239.45999999999998,2,2,1,Needs Attention
13790,4,45,348.8,5,3,2,Loyal Customer
13791,128,11,1516.0,3,1,4,Needs Attention
13792,66,23,383.95,3,2,2,Needs Attention
13793,647,7,96.0,1,1,1,Lost
13794,547,9,126.03,1,1,1,Lost
13795,388,29,836.3,2,2,3,Needs Attention
13796,499,22,289.7,1,2,1,Needs Attention
13797,437,78,1179.45,1,4,3,At Risk
13798,1,722,75836.87,5,5,5,Champion
13799,117,106,2803.57,3,4,4,Loyal Customer
13800,310,73,1679.56,2,3,4,At Risk
13801,67,23,324.8,3,2,2,Needs Attention
13802,139,448,26259.11,3,5,5,Loyal Customer
13803,255,78,1338.91,2,4,4,At Risk
13804,31,169,3208.52,4,4,5,Champion
13805,52,13,924.6,4,1,3,Recent User
13806,64,10,256.38,3,1,1,Needs Attention
13807,367,32,534.8,2,2,2,Needs Attention
13808,6,76,1747.66,5,3,4,Loyal Customer
13809,305,25,679.7,2,2,3,Needs Attention
13810,29,35,1499.01,4,2,4,Recent User
13811,184,13,814.5,3,1,3,Needs Attention
13812,42,36,539.0,4,2,2,Recent User
13813,40,143,2765.47,4,4,4,Champion
13814,92,79,2257.32,3,4,4,Loyal Customer
13815,22,356,7475.74,4,5,5,Champion
13816,24,28,571.6700000000001,4,2,2,Recent User
13817,29,24,382.98,4,2,2,Recent User
13818,430,5,61.28,1,1,1,Lost
13819,302,101,2642.35,2,4,4,At Risk
13820,418,90,660.65,1,4,3,At Risk
13821,145,209,1410.73,3,5,4,Loyal Customer
13822,6,96,632.0,5,4,3,Loyal Customer
13823,19,163,3403.4500000000003,5,4,5,Champion
13824,33,100,3314.76,4,4,5,Champion
13825,622,40,255.59,1,3,1,At Risk
13826,176,10,189.5,3,1,1,Needs Attention
13827,58,93,412.05,4,4,2,Loyal Customer
13828,22,15,209.49,4,1,1,Recent User
13829,421,1,102.0,1,1,1,Lost
13830,582,11,156.85000000000002,1,1,1,Lost
13831,16,187,7023.58,5,5,5,Champion
13832,19,57,613.6899999999999,5,3,2,Loyal Customer
13833,159,45,701.36,3,3,3,Loyal Customer
13834,577,16,324.19,1,1,2,Lost
13835,25,71,1095.27,4,3,3,Loyal Customer
13836,399,31,620.37,2,2,3,Needs Attention
13837,212,19,271.24,2,2,1,Needs Attention
13838,6,472,1966.09,5,5,4,Champion
13839,486,7,139.95000000000002,1,1,1,Lost
13840,416,40,651.4,1,3,3,At Risk
13841,253,1,85.0,2,1,1,Needs Attention
13842,59,355,5629.91,4,5,5,Champion
13843,381,18,319.75,2,2,2,Needs Attention
13844,11,20,361.62,5,2,2,Recent User
13845,65,9,312.98,3,1,2,Needs Attention
13846,25,81,1307.79,4,4,4,Champion
13847,720,19,310.72,1,2,2,Needs Attention
13848,92,11,3335.0,3,1,5,Needs Attention
13849,52,220,3469.3,4,5,5,Champion
13850,129,93,1595.48,3,4,4,Loyal Customer
13851,96,140,4606.46,3,4,5,Loyal Customer
13852,611,11,187.35000000000002,1,1,1,Lost
13853,57,23,1090.14,4,2,3,Recent User
13854,9,181,12253.96,5,5,5,Champion
13855,501,73,1310.3400000000001,1,3,4,At Risk
13856,169,54,1142.03,3,3,3,Loyal Customer
13857,393,128,1001.01,2,4,3,At Risk
13858,57,11,216.17,4,1,1,Recent User
13859,326,36,515.86,2,2,2,Needs Attention
13860,1,76,1245.9,5,3,3,Loyal Customer
13861,429,21,273.26,1,2,1,Needs Attention
13862,18,160,2556.09,5,4,4,Champion
13863,248,70,1239.55,2,3,3,At Risk
13864,387,1,662.4000000000001,2,1,3,Needs Attention
13865,58,30,501.56,4,2,2,Recent User
13866,74,7,145.67000000000002,3,1,1,Needs Attention
13867,31,61,1015.29,4,3,3,Loyal Customer
13868,7,33,3192.54,5,2,5,Recent User
13869,123,860,8111.57,3,5,5,Loyal Customer
13870,2,241,5712.08,5,5,5,Champion
13871,23,402,7885.85,4,5,5,Champion
13872,527,57,919.57,1,3,3,At Risk
13873,120,60,1038.92,3,3,3,Loyal Customer
13874,358,69,2049.15,2,3,4,At Risk
13875,54,270,4814.37,4,5,5,Champion
13876,64,7,122.7,3,1,1,Needs Attention
13877,86,23,449.68,3,2,2,Needs Attention
13878,55,107,2473.06,4,4,4,Champion
13879,646,25,395.5,1,2,2,Needs Attention
13880,21,229,4391.66,4,5,5,Champion
13881,4,457,45179.1,5,5,5,Champion
13882,3,65,1191.13,5,3,3,Loyal Customer
13883,11,316,6560.02,5,5,5,Champion
13884,7,190,1888.48,5,5,4,Champion
13885,189,28,506.8,3,2,2,Needs Attention
13886,71,16,243.56,3,1,1,Needs Attention
13887,204,19,349.55,2,2,2,Needs Attention
13888,120,184,2169.05,3,5,4,Loyal Customer
13889,93,83,1991.23,3,4,4,Loyal Customer
13890,1,173,2927.38,5,4,4,Champion
13891,378,100,863.5600000000001,2,4,3,At Risk
13892,27,36,1267.6499999999999,4,2,4,Recent User
13893,298,21,821.1,2,2,3,Needs Attention
13894,24,27,564.62,4,2,2,Recent User
13895,28,186,4008.52,4,5,5,Champion
13896,626,21,388.55,1,2,2,Needs Attention
13897,50,59,1160.72,4,3,3,Loyal Customer
13898,326,46,686.4,2,3,3,At Risk
13899,16,19,388.52,5,2,2,Recent User
13900,183,95,1610.59,3,4,4,Loyal Customer
13901,72,310,5676.34,3,5,5,Loyal Customer
13902,632,63,34095.26,1,3,5,At Risk
13903,400,10,165.45000000000002,2,1,1,Needs Attention
13904,37,26,332.64,4,2,2,Recent User
13905,733,12,312.65,1,1,2,Lost
13906,409,1,42.0,2,1,1,Needs Attention
13907,692,4,136.8,1,1,1,Lost
13908,80,122,2369.55,3,4,4,Loyal Customer
13909,423,39,286.6,1,3,1,At Risk
13911,57,238,4234.99,4,5,5,Champion
13912,424,7,124.95,1,1,1,Lost
13913,507,3,42.22,1,1,1,Lost
13914,12,33,626.45,5,2,3,Recent User
13915,394,2,70.80000000000001,2,1,1,Needs Attention
13916,464,74,1275.81,1,3,4,At Risk
13917,50,18,272.04,4,2,1,Recent User
13918,50,30,1212.8400000000001,4,2,3,Recent User
13919,59,77,1360.68,4,4,4,Champion
13920,432,86,1774.68,1,4,4,At Risk
13921,402,44,730.7,2,3,3,At Risk
13922,352,30,865.2,2,2,3,Needs Attention
13923,54,20,351.13,4,2,2,Recent User
13924,2,117,1838.8500000000001,5,4,4,Champion
13925,93,41,678.25,3,3,3,Loyal Customer
13926,23,11,223.85000000000002,4,1,1,Recent User
13927,75,41,708.26,3,3,3,Loyal Customer
13928,11,27,464.57,5,2,2,Recent User
13929,169,57,3494.1,3,3,5,Loyal Customer
13930,58,17,337.34,4,2,2,Recent User
13931,96,271,5257.38,3,5,5,Loyal Customer
13932,295,16,307.4,2,1,2,Needs Attention
13933,109,23,608.7900000000001,3,2,2,Needs Attention
13934,264,31,922.1,2,2,3,Needs Attention
13935,597,80,6116.92,1,4,5,At Risk
13936,180,59,939.66,3,3,3,Loyal Customer
13937,169,54,880.13,3,3,3,Loyal Customer
13938,35,7,71.66,4,1,1,Recent User
13939,23,110,1560.96,4,4,4,Champion
13940,17,49,839.14,5,3,3,Loyal Customer
13941,22,105,11122.300000000001,4,4,5,Champion
13942,535,1,320.0,1,1,2,Lost
13943,578,15,246.54,1,1,1,Lost
13944,653,35,200.43,1,2,1,Needs Attention
13945,395,51,854.15,2,3,3,At Risk
13946,79,56,1876.23,3,3,4,Loyal Customer
13947,65,5,90.6,3,1,1,Needs Attention
13948,361,24,548.76,2,2,2,Needs Attention
13949,3,160,2427.32,5,4,4,Champion
13950,11,35,745.06,5,2,3,Recent User
13951,176,39,674.45,3,3,3,Loyal Customer
13952,218,409,12823.521,2,5,5,At Risk
13953,7,25,6640.68,5,2,5,Recent User
13954,2,25,439.92,5,2,2,Recent User
13955,154,87,545.17,3,4,2,Loyal Customer
13956,5,152,1026.42,5,4,3,Loyal Customer
13957,418,27,458.25,1,2,2,Needs Attention
13958,380,227,4709.2300000000005,2,5,5,At Risk
13959,79,163,1076.18,3,4,3,Loyal Customer
13960,21,12,230.22,4,1,1,Recent User
13961,392,19,538.4,2,2,2,Needs Attention
13962,22,23,362.8,4,2,2,Recent User
13963,308,172,3011.87,2,4,5,At Risk
13964,387,24,438.9,2,2,2,Needs Attention
13965,477,24,996.61,1,2,3,Needs Attention
13966,435,22,390.86,1,2,2,Needs Attention
13967,146,6,166.3,3,1,1,Needs Attention
13968,423,8,123.66,1,1,1,Lost
13969,7,1106,13365.87,5,5,5,Champion
13970,386,13,846.55,2,1,3,Needs Attention
13971,19,255,4667.57,5,5,5,Champion
13972,71,15,190.25,3,1,1,Needs Attention
13973,287,11,264.7,2,1,1,Needs Attention
13974,49,43,677.72,4,3,3,Loyal Customer
13975,31,752,5358.84,4,5,5,Champion
13976,207,56,1192.36,2,3,3,At Risk
13977,411,13,519.8100000000001,1,1,2,Lost
13978,15,15,196.79000000000002,5,1,1,Recent User
13979,73,406,3416.23,3,5,5,Loyal Customer
13980,60,65,799.92,3,3,3,Loyal Customer
13981,416,22,331.14,1,2,2,Needs Attention
13982,39,253,4445.59,4,5,5,Champion
13983,30,341,7108.45,4,5,5,Champion
13984,27,93,2048.6,4,4,4,Champion
13985,4,480,10020.86,5,5,5,Champion
13986,17,13,320.46,5,1,2,Recent User
13987,380,46,682.54,2,3,3,At Risk
13988,20,295,4757.8,4,5,5,Champion
13989,66,86,2026.06,3,4,4,Loyal Customer
13990,213,16,311.3,2,1,2,Needs Attention
13991,12,84,855.97,5,4,3,Loyal Customer
13992,30,11,219.5,4,1,1,Recent User
13993,43,261,6775.71,4,5,5,Champion
13994,4,155,2313.14,5,4,4,Champion
13995,15,230,3902.01,5,5,5,Champion
13996,386,33,895.76,2,2,3,Needs Attention
13997,519,46,382.31,1,3,2,At Risk
13998,447,31,566.7,1,2,2,Needs Attention
13999,10,466,9502.26,5,5,5,Champion
14000,211,49,2046.3400000000001,2,3,4,At Risk
14001,46,112,4530.09,4,4,5,Champion
14002,134,47,529.73,3,3,2,Loyal Customer
14003,733,16,209.41,1,1,1,Lost
14004,43,241,6258.45,4,5,5,Champion
14005,10,84,2874.72,5,4,4,Champion
14006,116,77,2196.67,3,4,4,Loyal Customer
14007,513,5,79.48,1,1,1,Lost
14008,432,32,509.04,1,2,2,Needs Attention
14009,198,74,1099.91,2,3,3,At Risk
14010,565,24,445.15,1,2,2,Needs Attention
14011,480,32,457.82,1,2,2,Needs Attention
14012,278,11,328.8,2,1,2,Needs Attention
14013,110,68,1084.57,3,3,3,Loyal Customer
14014,77,76,1948.21,3,3,4,Loyal Customer
14015,53,20,917.34,4,2,3,Recent User
14016,162,448,11403.41,3,5,5,Loyal Customer
14017,571,14,229.75,1,1,1,Lost
14018,645,13,367.15000000000003,1,1,2,Lost
14019,47,66,1421.61,4,3,4,Loyal Customer
14020,17,72,1249.01,5,3,4,Loyal Customer
14021,155,90,1716.58,3,4,4,Loyal Customer
14022,225,47,792.15,2,3,3,At Risk
14023,7,31,584.07,5,2,2,Recent User
14024,122,34,645.74,3,2,3,Needs Attention
14025,465,99,4057.9,1,4,5,At Risk
14026,471,50,713.11,1,3,3,At Risk
14027,61,6,104.82,3,1,1,Needs Attention
14028,550,9,10396.5,1,1,5,Lost
14029,63,15,467.66,3,1,2,Needs Attention
14030,18,866,8262.29,5,5,5,Champion
14031,7,781,40999.17,5,5,5,Champion
14032,2,244,4850.2699999999995,5,5,5,Champion
14033,555,1,109.44,1,1,1,Lost
14034,22,89,651.8199999999999,4,4,3,Loyal Customer
14035,29,151,2856.72,4,4,4,Champion
14036,285,38,626.65,2,3,3,At Risk
14037,176,114,836.95,3,4,3,Loyal Customer
14038,78,161,3069.88,3,4,5,Loyal Customer
14039,33,10,267.28000000000003,4,1,1,Recent User
14040,41,794,12645.57,4,5,5,Champion
14041,266,21,141.41,2,2,1,Needs Attention
14042,725,21,431.98,1,2,2,Needs Attention
14043,491,42,304.25,1,3,2,At Risk
14044,27,851,3123.1,4,5,5,Champion
14045,109,38,11313.029999999999,3,3,5,Loyal Customer
14046,284,14,154.99,2,1,1,Needs Attention
14047,9,164,4255.03,5,4,5,Champion
14048,305,141,748.69,2,4,3,At Risk
14049,17,1081,13239.03,5,5,5,Champion
14050,32,54,746.36,4,3,3,Loyal Customer
14051,1,334,22434.0,5,5,5,Champion
14052,20,125,480.81,4,4,2,Loyal Customer
14053,124,9,572.3,3,1,2,Needs Attention
14054,65,6,92.46,3,1,1,Needs Attention
14055,106,33,1520.96,3,2,4,Needs Attention
14056,1,1106,8214.65,5,5,5,Champion
14057,24,454,8408.84,4,5,5,Champion
14058,463,24,469.19,1,2,2,Needs Attention
14059,267,8,183.6,2,1,1,Needs Attention
14060,5,270,9519.08,5,5,5,Champion
14061,507,19,917.4300000000001,1,2,3,Needs Attention
14062,10,343,25604.2,5,5,5,Champion
14063,438,40,22710.2,1,3,5,At Risk
14064,29,244,3332.42,4,5,5,Champion
14065,389,49,891.02,2,3,3,At Risk
14066,267,7,152.55,2,1,1,Needs Attention
14067,64,52,374.7,3,3,2,Loyal Customer
14068,320,111,1528.3700000000001,2,4,4,At Risk
14069,515,42,230.06,1,3,1,At Risk
14070,685,42,326.55,1,3,2,At Risk
14071,4,324,1438.82,5,5,4,Champion
14072,667,19,390.85,1,2,2,Needs Attention
14073,32,13,151.04,4,1,1,Recent User
14074,623,6,219.39999999999998,1,1,1,Lost
14075,5,81,1734.87,5,4,4,Champion
14076,129,46,122.47,3,3,1,Loyal Customer
14077,41,56,615.0799999999999,4,3,2,Loyal Customer
14078,102,163,1692.6299999999999,3,4,4,Loyal Customer
14079,125,13,618.73,3,1,3,Needs Attention
14080,33,83,1115.68,4,4,3,Loyal Customer
14081,302,942,5370.1,2,5,5,At Risk
14082,365,65,413.36,2,3,2,At Risk
14083,4,255,1407.26,5,5,4,Champion
14084,512,7,150.5,1,1,1,Lost
14085,2,1068,10104.97,5,5,5,Champion
14086,463,1,39.95,1,1,1,Lost
14087,3,221,846.22,5,5,3,Loyal Customer
14088,10,682,64036.8,5,5,5,Champion
14089,57,14,161.0,4,1,1,Recent User
14090,325,1,76.32000000000001,2,1,1,Needs Attention
14091,654,13,9530.08,1,1,5,Lost
14092,8,373,7229.45,5,5,5,Champion
14093,12,105,442.85,5,4,2,Loyal Customer
14094,440,47,335.22,1,3,2,At Risk
14095,723,1,2.95,1,1,1,Lost
14096,4,5111,65164.79,5,5,5,Champion
14097,481,40,422.85999999999996,1,3,2,At Risk
14098,37,21,147.35,4,2,1,Recent User
14099,16,525,5765.71,5,5,5,Champion
14100,138,26,194.9,3,2,1,Needs Attention
14101,74,90,9961.93,3,4,5,Loyal Customer
14102,5,79,1360.28,5,4,4,Champion
14104,155,143,771.5799999999999,3,4,3,Loyal Customer
14105,239,279,5988.83,2,5,5,At Risk
14106,737,1,214.79999999999998,1,1,1,Lost
14107,52,236,4877.3,4,5,5,Champion
14108,31,52,1044.96,4,3,3,Loyal Customer
14109,73,9,144.2,3,1,1,Needs Attention
14110,4,399,12987.95,5,5,5,Champion
14111,14,10,692.85,5,1,3,Recent User
14112,23,326,5834.59,4,5,5,Champion
14113,4,122,7092.610000000001,5,4,5,Champion
14114,274,74,1364.09,2,3,4,At Risk
14115,502,22,622.6700000000001,1,2,3,Needs Attention
14116,20,72,1382.74,4,3,4,Loyal Customer
14117,144,3,90.0,3,1,1,Needs Attention
14118,429,15,458.45,1,1,2,Lost
14119,376,11,183.37,2,1,1,Needs Attention
14121,4,159,2780.15,5,4,4,Champion
14122,406,13,362.42,2,1,2,Needs Attention
14123,733,24,436.18,1,2,2,Needs Attention
14124,84,5,419.58000000000004,3,1,2,Needs Attention
14125,11,167,2740.43,5,4,4,Champion
14126,8,43,1172.46,5,3,3,Loyal Customer
14127,123,117,1900.0800000000002,3,4,4,Loyal Customer
14128,61,65,924.21,3,3,3,Loyal Customer
14129,2,109,2591.34,5,4,4,Champion
14130,319,224,1882.67,2,5,4,At Risk
14131,649,52,187.87,1,3,1,At Risk
14132,2,200,3586.0299999999997,5,5,5,Champion
14133,130,36,911.14,3,2,3,Needs Attention
14134,383,180,11123.35,2,5,5,At Risk
14135,2,256,9643.92,5,5,5,Champion
14136,401,106,1570.81,2,4,4,At Risk
14137,696,11,332.7,1,1,2,Lost
14138,2,47,982.3800000000001,5,3,3,Loyal Customer
14139,46,69,1086.8,4,3,3,Loyal Customer
14140,4,66,935.05,5,3,3,Loyal Customer
14141,3,40,915.13,5,3,3,Loyal Customer
14142,373,66,983.15,2,3,3,At Risk
14143,134,7,115.8,3,1,1,Needs Attention
14144,486,1,30.599999999999998,1,1,1,Lost
14145,47,25,7600.05,4,2,5,Recent User
14146,9,456,9450.3,5,5,5,Champion
14147,78,30,2590.2,3,2,4,Needs Attention
14148,234,17,466.29,2,2,2,Needs Attention
14149,221,28,446.62,2,2,2,Needs Attention
14150,36,26,658.64,4,2,3,Recent User
14151,673,44,679.45,1,3,3,At Risk
14152,75,133,1997.3400000000001,3,4,4,Loyal Customer
14153,483,17,233.4,1,2,1,Needs Attention
14154,239,292,6460.7,2,5,5,At Risk
14155,266,6,118.75,2,1,1,Needs Attention
14156,10,4048,313946.37,5,5,5,Champion
14157,20,89,1002.78,4,4,3,Loyal Customer
14158,40,41,507.66,4,3,2,Loyal Customer
14159,20,1874,7938.01,4,5,5,Champion
14160,610,107,8421.47,1,4,5,At Risk
14161,216,310,3318.88,2,5,5,At Risk
14162,174,25,289.36,3,2,1,Needs Attention
14163,87,58,2594.62,3,3,4,Loyal Customer
14164,71,29,1631.77,3,2,4,Needs Attention
